donor_id,x_cont1,x_cont2,x_cont3,x_cont4,x_cont5,x_cont6,x_cont7,x_cont8,x_cont9,x_cont10,x_cont11,x_cont12,x_cont13,x_cont14,x_cont15,x_cont16,x_cont17,x_cont18,x_cont19,x_cont20,x_cont21,x_cont22,x_cont23,x_cont24,x_cont25,x_cont26,x_cont27,x_cont28,x_cont29,x_cont30,x_cont31,x_cont32,x_cont33,x_cont34,x_cont35,x_cont36,x_cont37,x_cont38,x_cont39,x_cont40,x_cont41,x_cont42,x_cont43,x_cont44,x_cont45,x_cont46,x_cont47,x_cont48,x_cont49,x_cont50,x_cont51,x_cont52,x_cont53,x_cont54,x_cont55,x_cont56,x_cont57,x_cont58,x_cont59,x_cont60,x_cont61,x_cont62,x_cont63,x_cont64,x_cont65,x_cont66,x_cont67,x_cont68,x_cont69,x_cont70,x_cont71,x_cont72,x_cont73,x_cont74,x_cont75,x_cont76,x_cont77,x_cont78,x_cont79,x_cont80,x_cont81,x_cont82,x_cont83,x_cont84,x_cont85,x_cont86,x_cont87,x_cont88,x_cont89,x_cont90,x_cont91,C(cat0)[1],C(cat0)[2],C(cat0)[3],C(cat1)[T.2],C(cat1)[T.3],C(cat2)[T.2],C(cat2)[T.3],x_bin1,x_bin2,CT1,CT2,CT3,CT4,CT5
S100,-0.5613191,-0.6421446,0.7356878,0.19925995,0.01527451,-0.2302946,-0.040370084,-0.9397096,0.03460224,-0.89996624,0.7375131,-0.28128818,-0.19532639,-1.536725,1.2767936,1.184202,-0.16609992,-0.5035281,-1.5026689,0.120739564,0.5254596,-1.6092892,0.77818906,-0.098676175,0.1226769,-0.20039752,-0.19135828,-0.13504158,0.7529889,-2.4393482,0.7852088,1.058294,0.3770371,-0.7817937,0.85844934,-1.2512138,-1.1137904,-0.16014831,0.508613,0.644611,-0.92634165,-1.2792306,1.7882403,1.3998548,-0.36319244,0.70430905,0.58025384,-0.16838023,-0.90266234,0.09567237,1.9965812,-3.6355405,0.38051018,-1.048851,-1.7147077,2.7012286,-1.7694665,0.62512094,-1.6996348,0.5018515,-0.18253563,-1.1586318,-1.8515687,1.0973064,0.20307551,0.53611666,1.1810517,-0.25139013,0.08483479,0.63064146,-1.566308,0.032136433,0.94968265,0.9447014,-0.71106577,0.46608636,-0.75148267,-0.13573778,1.1975573,-1.3191906,-0.9981985,0.8764242,0.27731767,-0.5396362,-1.6907237,1.1499118,0.19411103,-0.45451254,-0.47024417,-0.25889364,-1.3397423,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,33,6,27,0,10
S101,0.8905421,-0.82411784,0.55253816,-2.045978,0.9810498,-0.50111216,-0.76072776,-0.7067404,0.40017912,1.0738956,-0.43645278,2.9024696,-0.45070884,-2.3470721,-1.0915587,0.48530245,-1.1643147,-0.77037257,0.635857,1.1512655,-0.10392582,-0.069450006,-2.2744503,-1.3286902,1.3651195,0.32708657,0.8668316,1.2425104,-0.5062916,1.353103,-0.7898572,-1.6093175,-0.14668143,1.2788863,-0.40840012,0.17395166,-1.6950902,1.400886,-1.3474438,-0.7781653,1.032384,-0.47443917,0.30291364,1.4445376,1.8577315,-0.40542886,0.44013798,0.31655312,0.6461297,0.32057297,1.0765553,-2.2438302,-0.3696986,-1.7253369,0.8360692,-1.5030077,0.885438,-0.90605366,-0.30797645,-0.15744966,0.29859793,0.37750867,1.0528452,0.63525504,2.0248091,0.08829831,-2.2003243,-1.9100057,-1.2293047,-0.55996233,0.60090405,-0.12438642,-2.4146328,-0.84201926,0.08363101,0.5541957,0.0481654,-2.260338,-0.7893861,-0.02668962,1.1026947,-0.36060035,0.19992542,1.3179426,0.13398875,-0.9270423,0.8383651,-0.46057072,-0.23359619,1.9732918,-1.1362545,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,54,123,0,0,0
S102,-0.5387095,-1.6889652,0.54181504,-0.2441109,-0.5249064,0.0026796092,-3.0947764,-0.763699,1.0543741,-2.3882189,0.27622417,-0.9689779,-2.890329,0.84624624,1.4892185,-0.5299009,-0.019447118,-1.1635766,-0.035621073,-0.46588412,-1.640768,-1.4139073,0.035068486,1.1670555,0.017023379,0.07403721,0.18938407,0.5523199,-1.5897082,1.7565778,0.12081478,1.7067932,-0.107375905,-0.912201,-1.1101002,2.3389204,-1.4993242,-0.71793896,-0.87574846,0.89391816,0.66177076,-0.15084246,-0.18922009,0.021964705,1.9068491,0.8937451,0.76437014,2.6526692,-0.91969675,-0.30713564,-0.75455636,1.1007582,0.74977183,2.062676,0.49072847,-0.4194742,0.38459492,-1.1207739,-0.32186994,-1.6546326,2.1352427,0.13788767,-0.07533814,0.38937798,0.1547883,-1.7953206,-1.1721756,0.5917669,-0.78435796,0.12639123,-0.30162904,-0.5532172,-1.0102662,-0.4079588,-0.36840045,0.68019015,0.45750955,1.020075,-0.29922694,0.07776524,2.4346278,0.9907443,1.0256925,-0.03952209,-1.0849813,-0.027798207,-0.3197612,-1.4984264,0.17657825,0.48231897,1.0122114,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,120,9,42,0,3
S103,-0.44751084,1.163637,-0.052722856,-0.8736849,-0.79890937,2.0296843,-0.20649064,0.08085554,0.08403078,0.04884946,-0.41157258,0.97901493,1.3670034,0.22223687,-0.42924386,-1.3173131,-0.43631354,0.09337917,-0.06898771,0.91259974,-0.79705065,-0.54195094,0.7414165,-1.6604354,-1.9964024,-1.4533845,0.015018877,-0.1220174,1.6077131,-0.33635148,1.5350325,-1.066608,-0.1120176,0.4100236,0.36668575,-2.2743955,-0.03216379,-0.5819978,0.120647244,-1.1825505,0.23886427,0.19074194,-0.4596618,0.5937969,0.9484469,0.057782046,-1.6414585,1.7605673,1.0792017,1.034255,-0.38395444,-0.53873825,-0.3317088,0.80917376,-0.91942894,0.7088948,1.4749354,1.4229003,1.2687066,-1.7831438,-2.0561838,-0.3430773,0.8081632,1.4242362,-1.8215394,1.6967044,2.0355642,0.43000987,1.0666109,2.3544717,1.6381485,0.53638625,1.4927939,0.7670844,-0.34482872,-0.045884833,0.04590806,-0.39241543,-0.17687413,-0.9808548,-1.0168114,1.1613852,0.55079854,-0.7974887,-1.0107229,-0.7329126,-0.60232776,-0.33468115,0.61284006,-0.11051506,-0.6499631,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1,9,13,165,10
S104,-0.40017456,0.6276456,-0.4888603,0.7005842,1.1438401,-1.1917264,0.48610193,-0.70365345,0.7539265,0.11456872,0.46091673,1.5008667,-0.059121437,0.08338562,-0.121901676,-0.4618338,0.55615956,-0.4745552,0.8308778,0.81660455,0.46375194,0.29708314,0.06684012,1.0669751,1.6175183,0.27901295,-0.4101398,0.44257113,-0.071414374,1.0451125,-0.3234005,2.4196951,-0.77211356,-1.4860053,1.4818598,0.09335053,1.441246,-0.98899275,0.31403387,0.9638478,0.29797548,-0.45566702,-0.76995856,1.3321882,-0.9282281,2.9279296,-0.8353662,0.4121237,-0.8197105,-0.29805583,-0.25989375,-0.16880742,0.19652557,-0.08984566,-0.6117595,-1.8689377,0.930199,0.11459586,0.29224607,0.1111902,0.74937844,1.1613533,1.6606833,-0.76880956,-0.29072273,0.4579751,0.40582705,0.52072775,0.2702833,0.16732997,0.7652241,-1.143263,-0.45061505,-1.0108821,-1.6276077,0.84902734,0.8841583,-0.42427373,-0.724918,-0.8680426,-0.3487608,-0.5856402,0.27062994,0.6403515,-0.33682573,-0.07034548,-0.5135865,-0.087464914,0.4050118,0.48922735,0.4791019,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,1,26,73,5
S105,1.8233057,-0.4867441,0.7122953,-0.007824413,0.2228575,0.035501797,-0.35744628,-0.9469946,0.37952748,-0.28925002,-0.8875,0.0010402194,0.7894351,0.1793095,-0.48154953,-2.2612166,-0.656818,-0.30413935,-0.5669704,0.09465044,1.4540362,-0.39708656,1.1238643,-0.86967206,-0.8230157,0.12702405,1.0128993,0.2190446,-2.1696897,0.6079675,1.15593,-2.0295703,0.60501295,-0.3250363,-0.6465296,1.0775344,1.4837109,-0.6002609,-0.8847767,0.15216514,-0.19202578,0.13475542,-0.54874516,-0.46954745,-0.29175496,1.0303036,-0.90335846,0.7391856,-1.1655102,-0.7771547,0.122803606,0.9011268,-1.000946,-1.0654707,3.2299237,-1.2826486,0.41596144,2.6300154,1.7352746,-0.44803554,-0.55875164,0.7206858,0.32521823,-0.5375176,-1.7561039,-0.50221974,2.325949,0.33939922,-1.7030716,-1.0755721,-0.70596945,0.22758687,1.4949601,-1.174516,-0.25230762,1.5752739,-0.7409663,0.4930213,-0.4005933,-2.53201,0.4813217,-0.14269167,-1.0015664,0.9319012,-1.9332042,0.37251925,0.77679795,-0.7165532,1.2778083,0.98120815,-0.95641,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,63,97,0,0,8
S106,-0.6981888,0.5596817,0.18266466,0.12765232,-1.0527905,0.0685622,-1.3568577,1.4897668,0.777873,1.002423,-0.79282284,0.36545363,0.15232244,0.5152976,0.50733674,-1.9573132,0.2211649,-1.6376468,0.5630129,0.5657399,0.34804353,1.0441531,0.7823942,-0.7877024,-0.1994419,-0.8271056,1.4010509,-0.46406838,1.738632,1.1247386,-0.34372273,-0.3122025,-0.61991376,-2.3046355,0.14144655,1.4365046,-0.9858964,-1.1306336,-0.18203105,1.1597139,-2.0758169,-1.2662448,2.487869,-0.7520185,1.1060519,-0.65458065,1.1964254,0.88431954,0.47220102,-0.50628585,1.529149,-0.576205,0.039623022,1.2370657,1.228574,0.5029228,-0.057032578,-0.36915323,-1.2226226,-1.8978071,0.28503674,1.3191831,0.4657601,0.10682699,0.018736182,0.4451029,-0.62759066,-1.9163562,0.46809527,0.32447445,-0.17465389,-1.1028773,-0.66544825,-0.0625148,0.5632336,-0.024416413,-0.26951182,1.805072,-1.1823606,-0.35616368,1.8587015,-0.026654368,-0.48368728,-1.8593463,0.7448909,0.4047393,0.03260641,-1.7040852,-0.009052108,0.23723488,-0.057693806,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,10,0,18,17,8
S107,0.7020591,-0.43699256,-1.0018002,-0.28322092,1.4931712,-1.1249214,-0.13454445,-0.5791532,0.80603445,-0.12071428,-0.98581904,-1.2201198,-0.6869371,-1.2411715,0.09186826,-1.7800683,0.4196828,2.0524056,-1.5629619,-1.7359891,-0.5522298,0.2954347,-0.2206182,0.9960298,-0.8996997,-1.3972517,-1.6617912,-0.9740853,0.94706494,-1.1777948,-0.925335,0.9521303,0.033137616,0.60058206,0.32845786,1.0698037,0.58098614,0.123367675,-1.955405,1.9240026,-1.4591131,0.29088247,-1.777539,-0.41668448,0.29776946,0.091552645,-0.80435234,0.500424,1.3631723,2.4382145,0.41220143,0.7471511,0.38141152,-0.6118138,0.14162332,-0.08421766,-0.7528491,1.3935325,1.3427191,0.55650836,-0.6007965,0.63144726,1.376661,-1.4947844,-0.7153554,-0.5979149,-0.85656077,0.7123915,0.57792586,0.6903551,-0.18041414,1.332426,0.8390658,-1.848404,-1.2222488,0.88967896,-1.0007368,-0.37105104,0.58237326,-0.823914,0.043114875,-1.1404511,0.21411735,-1.1263199,-1.2945292,-0.8762323,-0.28372747,0.1789689,-0.3514134,-0.9838956,-0.38841638,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,10,109,42,10,20
S108,-1.1376905,-0.075064205,-3.0896735,-0.18782479,1.5038491,1.5098286,0.39708272,-0.3521948,0.58683544,-0.27543274,0.24329518,1.6180954,-0.6200117,1.1708117,0.16603912,0.18406475,-0.52670217,-0.91029936,1.137189,0.20152883,0.93264425,0.13143788,-0.7425549,-0.5725252,0.28333333,0.08260483,0.23253901,0.35438436,0.958549,0.015409135,-1.9053624,0.18681778,-0.22125007,-0.100363955,1.5462793,1.2873577,1.2392808,0.5899186,0.7905365,-0.5549796,-1.8237532,0.10536267,1.049723,-0.11188411,0.2992801,1.9646686,0.14601614,-0.67208576,-0.7138974,0.6792529,1.6318733,1.1814147,0.2652315,-1.1276994,0.2514278,0.02731636,1.9248024,0.87518525,-1.0436184,-1.0897844,-0.1417352,-0.4321268,0.5945102,-0.48198232,-0.7137852,0.35866222,-0.117828466,-0.06173913,-0.39286414,0.014331038,0.605119,-0.79396844,-0.7194441,-0.22031036,-0.8681799,0.19535623,-1.0140636,-0.095014684,-1.3999321,0.2719871,-0.578959,0.80952597,0.2891381,0.53235954,0.6432304,-0.6270903,0.8493096,0.12813544,-1.032181,-0.71100765,-0.14002535,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0,1,98,7,30
S109,-0.98821896,0.65926546,-0.13992012,1.5704689,-0.47642526,1.3163991,1.2074394,-0.11462557,-0.35293645,0.19310254,-0.77170426,-0.24149263,-0.16785069,0.5100244,0.5131872,-1.0470694,-0.6534338,0.8341464,-0.498877,-0.042501226,0.7970507,-0.67956394,-0.35512704,0.565997,0.16424045,0.8661951,0.49433416,0.8863928,0.69688386,1.1619283,-0.053402092,-0.86361444,1.0968604,0.88156366,-0.16073859,-0.35952693,0.57288855,-0.50928754,1.8009825,0.44765642,2.2564883,1.4848568,1.104032,2.4867842,-1.9299527,-1.5417022,-0.7208354,0.2186243,-0.7701349,2.2490163,-0.25560102,-0.3159646,0.3247325,0.3273941,0.20334788,0.8917693,-0.14472233,0.42380828,-0.8754461,1.2500733,0.9219054,0.11401119,1.0738624,-0.60564095,1.1173854,-0.99336964,-0.23576815,1.1379873,-0.13645718,0.11391305,1.1151605,0.5898311,-0.05778023,-0.6480712,1.1365721,-0.60758376,-0.69273835,0.6619677,-0.14533806,1.5917896,-0.2606054,-0.44631273,-1.1103499,-0.44845676,0.43535542,-0.47361776,-1.3434261,0.7531632,-0.8498646,-0.37470543,0.9077495,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,28,39,4
S110,-0.13065405,-1.4833015,0.8097161,-1.9798365,0.5236836,0.20750268,-1.3451418,-1.3383863,-1.4733447,0.037786383,-0.15078175,-0.7080758,-0.45957455,0.32882428,-0.08680694,0.49541613,-0.23910017,1.0429838,0.4537162,0.41480663,-0.020687437,1.5787063,-1.7502334,-1.2527515,-0.07411871,-0.5978213,-0.8143852,-0.44328377,-0.3844728,-0.21927266,-1.2055143,0.9339999,-0.70739245,-0.6357776,-0.36551127,0.30273673,0.22372065,-0.9379811,3.3249512,0.13305666,0.77887845,-0.17102921,-0.25641787,0.6520386,0.35609987,0.4801011,-0.90845764,-0.117070004,0.92505586,0.041007068,-0.5059856,-0.24508534,0.10503124,0.11900488,-1.200825,-0.19334187,1.8576092,-1.0869471,0.9444807,0.7452718,0.28759405,1.7080394,-0.3866587,-1.7475657,-1.3680905,-1.0657134,0.08568689,1.2502259,-0.26219657,-0.52597976,0.55890155,1.1028322,0.60766625,1.9175378,0.16661176,-0.16182147,0.22643243,-0.8407103,-1.8967727,-0.763004,-1.0266641,0.9159969,2.0149586,-1.5692434,1.8791189,-0.11975816,0.5930316,0.5131837,1.0464629,-0.15657184,-2.293937,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,133,14,8,0,21
S111,-0.23232551,0.5247087,-0.594773,2.1774366,-0.30995613,-0.80964607,-1.3485075,-0.783109,-0.84127235,-2.467294,-1.2183636,-0.08693744,-0.608143,1.4438612,0.8180358,-0.1972559,1.36162,1.6030949,-0.3539295,-0.4032827,0.0455542,-1.5763612,-0.9958352,-1.7055904,0.75326556,1.4732908,0.5869633,-0.9131983,-0.5331485,-2.9084265,0.5503867,0.4642811,0.59327406,-1.607351,0.43607563,-0.29088113,1.5648702,0.26967284,-1.9117302,-0.5697957,0.10141707,-2.255986,-0.83402234,0.88532203,0.7303447,-0.6616917,-0.8132056,0.92931706,2.6618762,-1.425803,-1.8705145,0.32711992,-1.1810529,0.3378009,1.950837,0.7993582,0.1845159,0.050611738,-0.21614948,-1.2794867,-3.006118,0.6977765,1.8762276,0.468319,-1.4106756,-1.423016,-1.4421039,0.25758573,-0.03495348,0.06813869,-0.95927423,1.4786484,-0.8854238,-1.3242995,0.067194775,2.0367115,-1.5254812,0.95843256,0.59230864,-0.3198354,1.61881,0.62703764,-1.2357533,-0.2606693,1.6182514,2.0125864,-1.3106993,-0.3991063,-0.506507,0.11636749,0.5087942,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0,6,11,73,17
S112,-0.44090086,0.47565317,-0.58166885,-0.46082106,1.6925651,-0.6728553,-0.5039357,0.791095,-0.6300241,-1.142772,-0.2263283,0.50992095,-0.88780177,-1.7892913,0.8896797,0.9643954,0.06641826,-1.0864913,1.0383267,0.67240137,-0.8962411,-0.38391694,-0.4651154,0.7822886,-1.1003956,-1.2301518,-0.73752093,1.8055209,0.14210622,-0.9460019,0.40897927,-2.1128223,-1.9326627,1.1430036,0.040199686,0.7994555,-0.103904516,-0.33232686,-0.6498084,-0.52368903,-0.61658925,1.0848287,-1.9162391,0.9389744,-1.1743504,-0.5710934,-0.7253317,-0.22187655,0.027526962,-0.122452095,2.0799136,0.53837955,-0.027507272,-0.3594892,-0.6632266,0.1418874,-1.0586962,0.79137963,0.25210774,-0.334191,0.11895693,-0.33268842,1.2101262,-1.7915909,0.42486715,-0.7404833,-0.5258515,-1.1902835,0.086463906,0.78230566,-0.2097637,0.7485659,-0.33458143,0.9711448,-1.3427663,-1.0228198,-2.0433648,1.5292293,-1.3654667,0.56226957,-0.39468896,-0.10968391,-0.6054288,1.5860276,0.7968418,-0.20663007,-1.2937967,-1.210881,-1.1932552,2.2319434,-0.9178999,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0,4,5,47,5
S113,-1.6750834,-1.6765572,3.5305243,-1.4971682,-1.0836059,0.36265516,-0.35935542,0.5219981,1.1539317,-2.5755348,-0.38634616,-0.59539205,0.58533555,-0.9467611,1.330461,0.030563097,-0.4416849,-1.0966908,-0.91419023,0.019088663,1.6002756,2.1482506,-1.5416598,0.3387668,2.3149352,0.2294561,-1.3007953,0.033352904,-0.1744222,-0.21003844,2.8801095,0.31231794,0.744773,-0.7007871,-1.9053842,0.07740901,2.277128,1.76479,-0.28349614,0.122247025,-0.7574544,0.052198496,-0.23002735,-1.0076698,0.004580566,-1.0563895,-0.5001474,1.1252873,0.05213573,0.43423393,0.35857987,0.8792972,-0.6831964,2.2509782,0.98978,0.85381335,1.8775663,0.47965783,0.36218724,0.24970953,0.3986973,-0.07049576,-0.0886895,0.91361153,-0.702877,1.458667,0.9187119,-0.24968415,1.3176239,0.18150838,1.3448229,-0.08646493,2.1992977,-0.8970854,1.2133366,0.46072227,-0.2599327,2.1837878,-0.5480281,0.9442779,-2.7540658,-0.89759105,-0.13929333,0.76915437,-0.1553953,1.5974371,0.91063756,-1.2304957,1.5224426,-0.58279645,1.9546486,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,166,0,2,0,0
S114,-0.20414512,-0.7622909,0.5866922,0.8890546,0.036549248,1.1737514,0.7855606,-0.74278134,0.25783673,-0.0017575882,-1.1656272,-2.1508515,-1.335729,-1.7340342,0.9315349,-0.9166799,0.0107179275,1.6485451,-0.23931393,0.14870241,-1.2292624,0.56794447,-2.70949,-0.59737045,-1.6421826,0.13947555,-0.48268333,-0.29125905,-1.4431572,1.9592768,0.5883515,-0.29730025,-0.5915607,0.18449175,-1.6855215,-0.653105,0.6683557,-0.36127868,0.76821077,-0.37486094,0.09498558,-1.6031808,-0.08694028,-1.5351491,-1.1759031,-0.8901413,0.0164129,1.09214,-0.51512814,-1.4891093,1.4385992,0.82816064,-0.6893019,-0.21355021,0.18533793,-0.4928351,-0.58022666,-0.10015422,-0.61350626,0.10501677,-0.80695444,-0.8217343,-0.03337746,0.5385614,0.31520566,-1.0181644,0.82363987,0.54079914,-0.9115168,-0.66675514,1.1672255,-0.5967317,-1.1722537,-0.14622799,1.9822475,-1.0670598,0.0697915,-0.56559587,0.08287311,1.0680673,0.5432702,0.01180227,0.72835135,0.15106753,-0.16225368,-0.9251964,-0.76292485,1.6540577,-0.026858218,0.8666875,-0.8613948,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,104,8,10,8,4
S115,0.03444769,0.5305651,-1.3454176,0.11352862,1.888189,2.2935603,1.5482348,1.6584959,-0.7342189,-0.1798992,0.3785744,-0.5603262,0.81939554,1.8068014,0.39282814,0.9117633,1.0948848,1.3516165,1.3293833,-0.8292172,0.47640944,1.0033953,-1.3661529,-0.27953923,0.14207204,0.513182,0.71994114,-1.1487625,-0.13951308,-0.4075389,-0.015052865,0.055938404,1.3284854,-0.7349846,-0.40733808,1.2297107,0.64033276,-0.12159625,-1.3002564,-0.041161347,-1.6388096,-0.47368982,-1.2419775,0.8348847,-1.3153918,-0.30112532,-1.1077752,2.7376893,-0.103747085,-0.64918524,1.9730835,0.35614413,-0.45895022,-0.07783696,-0.5171803,-1.6303148,1.1889385,-1.2789803,0.3526312,-0.037755072,0.44106045,0.14603142,-1.5588729,-0.44837847,1.7848473,-0.46406043,-1.0571754,-0.8593521,2.9684048,-1.4888504,-0.1119196,0.715036,-0.7151046,0.6289848,-0.5670274,0.6768472,-1.1683905,-0.809038,-0.057879146,0.39737412,-1.6856763,-1.832994,0.52143073,-0.38263312,-0.25199655,0.65140826,2.307915,0.17032705,0.32932857,0.88661385,-1.8587686,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0,10,4,61,47
S116,-2.1005187,-1.3072524,0.8778575,-1.3716426,1.1369492,0.07289275,0.28869388,1.7683873,-1.497801,-0.452117,1.0462629,-0.19947958,-0.77027464,-1.0954291,-0.77654606,0.10609017,1.0800127,-0.27077776,-0.9164716,1.0722189,-0.83456796,-1.4413097,1.6258458,1.2892891,0.534187,0.27073902,-0.26768646,1.2444082,-0.037953872,1.1813543,0.9246518,-0.5402696,1.1778508,0.0408798,0.47085065,0.9471879,-2.0036974,0.34607095,0.06553279,-0.42690557,0.65029275,-1.2694371,0.79773426,0.89184976,-0.009683114,-0.7530904,0.60304713,-0.23630162,-0.3434204,0.1168074,0.39854082,0.29582936,-1.0735492,-0.05001405,-0.5662481,-0.026369188,-0.028112758,0.24094765,0.59709907,1.866391,-0.3310041,-0.9255571,-0.7359102,-1.4457254,-0.22833677,-0.23341508,0.4423985,0.08008926,-0.39615747,-0.18696441,0.13916853,0.18383607,-1.5955502,-0.4062533,-0.9368613,0.40168673,-0.4650887,-1.8769703,-0.41190338,-0.76891387,-0.73335165,0.53232163,-0.57845,-0.49786985,1.4805144,-0.6494753,-1.9658463,-0.67744404,0.7786463,0.62866247,0.974716,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,20,0,91,1,7
S117,1.7573073,-0.33969367,0.0004592331,0.089309745,0.49312627,0.66607714,-0.5302272,1.5560821,-1.7256023,-0.42788902,-1.0826269,-0.393488,1.6000202,-0.6508147,-1.7219425,-0.094742015,-1.7860024,-0.3444827,0.11273581,-0.8089469,-0.2181095,-1.3913314,-0.91635907,0.07639283,-0.71057695,1.0945778,0.45013726,1.05226,-1.2098798,1.7317133,-1.9348289,-1.5953354,2.7016075,0.8026349,0.19057831,0.11887844,1.0933882,0.19024476,0.8524293,-1.3189058,-0.26272836,-0.66687286,0.5372392,-1.367363,0.5140733,0.5496715,-0.5655386,-0.8833299,0.17812136,-1.0677958,0.4873514,0.39766553,-0.4091963,1.6712176,-0.5963352,-1.2309482,-0.08190247,-1.0514067,-0.7159281,-0.3013244,0.9537002,0.7313343,-2.0099773,0.9884342,1.5519645,0.4378366,-1.143087,-0.5533486,0.20762184,0.111628436,-0.7586289,0.2802299,-1.8003404,0.7965261,0.6489163,-1.9494085,1.1027926,0.26722565,0.90762085,-0.0010360248,-0.8372779,0.42573643,-0.8679028,-0.18744625,-1.804071,0.47931984,0.05147443,0.121455766,1.1327249,1.482385,0.03189423,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,16,85,0,0,1
S118,-0.39489764,1.9617544,-0.29581952,-1.286597,-0.80968386,0.94812655,-0.89476275,2.3437924,0.34320062,-0.9071083,0.70232904,-0.67434764,-0.054111354,0.7960148,1.4805424,-1.910867,-0.6602063,0.33069083,-1.4605561,2.0615175,-1.6643406,-1.0249674,0.8280086,0.11863466,0.6306965,-0.36448672,-0.7604008,-0.4909972,0.05518414,0.99440897,-0.997415,-1.8979456,-0.65752953,-0.5182776,-0.14256655,-1.0386384,-0.28449664,0.39633694,0.75074637,-0.6454187,0.121987686,0.67669046,1.8101414,-1.2157927,-0.4655937,0.93012685,0.041098647,-0.46246868,-0.34245986,-0.92710763,0.7170396,0.28014573,-1.8103114,1.570362,-0.6903102,0.05456062,-0.28726986,-1.2375227,-0.356801,-0.6075549,0.54217076,-0.35156387,0.4597914,0.72437805,-0.28972694,-1.649711,-0.67175853,-1.4219656,-1.2022659,1.2944047,0.031366426,0.3036828,-0.6020718,1.49189,-1.6710014,1.2863492,-1.6344682,0.95041585,0.59799457,0.045564223,0.32446286,0.88667905,0.011169382,-0.2510825,0.50909626,-1.0846528,-1.6529256,-0.28026506,0.3544078,0.41457233,0.1956022,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0,0,7,133,0
S119,0.35085958,-1.1382684,0.8764614,-1.1927985,-0.43225715,-0.77174693,-0.40492743,0.252748,-0.25791803,-0.38665515,-0.17694706,-0.27763277,0.6433881,-0.860321,-0.3602079,0.6691956,1.148915,-0.5596039,0.42722857,0.39087236,-1.3171,-0.76325244,-0.6050496,-0.583654,0.22018747,-0.3804563,-0.30996358,0.5157322,0.19622408,-1.7460349,0.9912999,-0.96421444,-1.3899711,-0.3486553,0.26997575,-0.0748957,-1.5566946,-1.3677531,-0.06125105,1.158445,-0.35577026,1.3119017,0.59427893,-1.2646092,0.747458,-0.6422087,-0.55907166,-1.1044095,-0.2819055,-0.25250486,-1.3224335,1.2641088,1.6332629,-0.2567073,-1.855726,0.7051501,-0.6082616,-0.042647503,-0.06272953,-0.7910128,-0.17949988,0.22216801,-0.47906357,0.5729816,-2.1162946,-2.1639116,1.7207241,-0.13822211,-1.2189686,0.801702,-0.579303,-1.743193,-1.4369832,-0.19012247,0.22181298,1.7025484,-1.7662987,0.48775864,0.73748696,-0.011771835,0.5672203,0.6065442,0.6529123,0.25049293,-0.30609354,0.028786087,0.13864419,0.08110348,-0.7455462,0.25984538,0.33875707,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,119,12,1,0,0
